,transaction_size,transaction_data
4829,71,Transaction 87
4830,76,Transaction 8
4831,15,Transaction 69
4832,46,Transaction 44
4833,66,Transaction 6
4834,49,Transaction 101
4835,12,Transaction 43
4836,56,Transaction 82
4837,2,Transaction 84
4838,12,Transaction 58
4839,25,Transaction 10
4840,90,Transaction 83
4841,49,Transaction 69
4842,60,Transaction 5
4843,3,Transaction 31
4844,53,Transaction 88
4845,37,Transaction 75
4846,40,Transaction 74
4847,88,Transaction 35
4848,7,Transaction 47
4849,36,Transaction 39
4850,92,Transaction 26
4851,8,Transaction 23
4852,62,Transaction 59
4853,97,Transaction 65
4854,56,Transaction 81
4855,69,Transaction 55
4856,96,Transaction 59
4857,36,Transaction 67
4858,51,Transaction 95
4859,9,Transaction 94
4860,67,Transaction 47
4861,63,Transaction 74
4862,8,Transaction 71
4863,21,Transaction 31
4864,12,Transaction 3
4865,61,Transaction 86
4866,11,Transaction 33
4867,63,Transaction 24
4868,74,Transaction 70
4869,18,Transaction 64
4870,71,Transaction 98
4871,26,Transaction 83
4872,80,Transaction 46
4873,44,Transaction 41
4874,64,Transaction 10
4875,35,Transaction 60
4876,9,Transaction 72
4877,32,Transaction 12
4878,94,Transaction 66
4879,2,Transaction 4
4880,38,Transaction 52
4881,19,Transaction 4
4882,80,Transaction 34
4883,66,Transaction 63
4884,79,Transaction 32
4885,48,Transaction 99
4886,85,Transaction 5
4887,47,Transaction 84
4888,34,Transaction 28
4889,96,Transaction 79
4890,83,Transaction 76
4891,68,Transaction 73
4892,61,Transaction 63
4893,43,Transaction 57
4894,88,Transaction 85
4895,54,Transaction 43
4896,89,Transaction 93
4897,74,Transaction 82
4898,73,Transaction 19
4899,21,Transaction 83
4900,32,Transaction 39
4901,29,Transaction 82
4902,92,Transaction 57
4903,9,Transaction 72
4904,89,Transaction 22
4905,57,Transaction 82
4906,98,Transaction 68
4907,54,Transaction 37
4908,70,Transaction 36
4909,65,Transaction 8
4910,66,Transaction 90
4911,7,Transaction 10
4912,63,Transaction 38
4913,8,Transaction 48
4914,86,Transaction 19
4915,5,Transaction 91
4916,28,Transaction 19
4917,67,Transaction 3
4918,80,Transaction 26
4919,81,Transaction 83
4920,59,Transaction 88
4921,97,Transaction 33
4922,58,Transaction 83
4923,19,Transaction 40
4924,43,Transaction 97
4925,97,Transaction 77
4926,64,Transaction 2
4927,27,Transaction 31
4928,50,Transaction 74
4929,30,Transaction 74
4930,47,Transaction 13
4931,96,Transaction 101
4932,6,Transaction 20
4933,53,Transaction 22
4934,92,Transaction 24
4935,50,Transaction 52
4936,67,Transaction 76
4937,69,Transaction 14
4938,41,Transaction 17
4939,83,Transaction 72
4940,38,Transaction 20
4941,68,Transaction 19
4942,96,Transaction 57
4943,19,Transaction 33
4944,51,Transaction 72
4945,14,Transaction 44
4946,54,Transaction 97
4947,98,Transaction 39
4948,87,Transaction 32
4949,88,Transaction 11
4950,27,Transaction 40
4951,68,Transaction 83
4952,45,Transaction 30
4953,57,Transaction 46
4954,7,Transaction 5
4955,70,Transaction 40
4956,71,Transaction 62
4957,81,Transaction 28
4958,10,Transaction 97
4959,47,Transaction 77
4960,18,Transaction 39
4961,23,Transaction 46
4962,76,Transaction 30
4963,29,Transaction 31
4964,71,Transaction 9
4965,65,Transaction 92
4966,3,Transaction 94
4967,8,Transaction 72
4968,87,Transaction 60
4969,98,Transaction 57
4970,30,Transaction 66
4971,55,Transaction 29
4972,25,Transaction 34
4973,24,Transaction 63
4974,21,Transaction 85
4975,1,Transaction 51
4976,62,Transaction 48
4977,98,Transaction 36
4978,90,Transaction 17
4979,74,Transaction 25
4980,13,Transaction 39
4981,22,Transaction 91
4982,33,Transaction 62
4983,78,Transaction 80
4984,23,Transaction 47
4985,90,Transaction 82
4986,39,Transaction 64
4987,75,Transaction 43
4988,89,Transaction 6
4989,69,Transaction 25
4990,44,Transaction 76
4991,93,Transaction 42
4992,12,Transaction 24
4993,47,Transaction 49
4994,52,Transaction 59
4995,42,Transaction 12
4996,33,Transaction 51
4997,3,Transaction 90
4998,83,Transaction 14
4999,2,Transaction 97
5000,49,Transaction 55
5001,41,Transaction 53
5002,52,Transaction 51
5003,21,Transaction 71
5004,71,Transaction 71
5005,73,Transaction 30
5006,19,Transaction 75
5007,8,Transaction 26
5008,24,Transaction 39
5009,76,Transaction 98
5010,19,Transaction 3
5011,97,Transaction 78
5012,14,Transaction 47
5013,4,Transaction 61
5014,53,Transaction 32
5015,89,Transaction 66
5016,66,Transaction 79
5017,12,Transaction 49
5018,60,Transaction 18
5019,6,Transaction 55
5020,20,Transaction 2
5021,55,Transaction 63
5022,41,Transaction 77
5023,67,Transaction 101
5024,65,Transaction 18
5025,9,Transaction 79
5026,55,Transaction 32
5027,75,Transaction 64
5028,14,Transaction 35
5029,1,Transaction 39
5030,90,Transaction 100
5031,18,Transaction 99
5032,20,Transaction 62
5033,22,Transaction 83
5034,62,Transaction 83
5035,22,Transaction 21
5036,89,Transaction 7
5037,38,Transaction 101
5038,24,Transaction 97
5039,9,Transaction 27
5040,45,Transaction 49
5041,16,Transaction 52
5042,26,Transaction 84
5043,2,Transaction 9
5044,37,Transaction 87
5045,87,Transaction 65
5046,10,Transaction 83
5047,58,Transaction 59
5048,35,Transaction 96
5049,75,Transaction 45
5050,80,Transaction 59
5051,85,Transaction 32
5052,59,Transaction 69
5053,63,Transaction 17
5054,83,Transaction 58
5055,78,Transaction 9
5056,79,Transaction 78
5057,9,Transaction 100
5058,40,Transaction 15
5059,50,Transaction 22
5060,41,Transaction 50
5061,68,Transaction 31
5062,20,Transaction 81
5063,24,Transaction 65
5064,71,Transaction 52
5065,62,Transaction 12
5066,79,Transaction 66
5067,49,Transaction 94
5068,5,Transaction 7
5069,66,Transaction 86
5070,47,Transaction 19
5071,88,Transaction 60
5072,33,Transaction 56
5073,13,Transaction 75
5074,67,Transaction 89
5075,11,Transaction 16
5076,67,Transaction 88
5077,11,Transaction 43
5078,23,Transaction 57
5079,79,Transaction 52
5080,54,Transaction 46
5081,55,Transaction 69
5082,24,Transaction 14
5083,15,Transaction 22
5084,73,Transaction 83
5085,60,Transaction 74
5086,9,Transaction 68
5087,26,Transaction 22
5088,96,Transaction 70
5089,12,Transaction 82
5090,68,Transaction 87
5091,24,Transaction 25
5092,27,Transaction 6
5093,93,Transaction 72
5094,36,Transaction 72
5095,14,Transaction 74
5096,64,Transaction 29
5097,87,Transaction 32
5098,82,Transaction 3
5099,33,Transaction 33
5100,64,Transaction 8
5101,100,Transaction 72
5102,85,Transaction 100
5103,89,Transaction 77
5104,33,Transaction 97
5105,74,Transaction 43
5106,88,Transaction 71
5107,25,Transaction 7
5108,44,Transaction 55
5109,58,Transaction 66
5110,11,Transaction 54
5111,18,Transaction 38
5112,29,Transaction 83
5113,40,Transaction 4
5114,45,Transaction 20
5115,61,Transaction 45
5116,16,Transaction 73
5117,11,Transaction 15
5118,79,Transaction 64
5119,23,Transaction 24
5120,15,Transaction 92
5121,98,Transaction 48
5122,4,Transaction 51
5123,66,Transaction 10
5124,96,Transaction 13
5125,87,Transaction 93
5126,73,Transaction 32
5127,86,Transaction 12
5128,61,Transaction 61
5129,43,Transaction 90
5130,25,Transaction 20
5131,54,Transaction 62
5132,24,Transaction 4
5133,74,Transaction 71
5134,84,Transaction 77
5135,47,Transaction 2
5136,48,Transaction 100
5137,12,Transaction 100
5138,73,Transaction 54
5139,23,Transaction 71
5140,12,Transaction 15
5141,67,Transaction 9
5142,87,Transaction 90
5143,66,Transaction 37
5144,25,Transaction 41
5145,83,Transaction 28
5146,98,Transaction 26
5147,47,Transaction 52
5148,30,Transaction 70
5149,52,Transaction 64
5150,43,Transaction 30
5151,44,Transaction 47
5152,57,Transaction 63
5153,25,Transaction 59
5154,22,Transaction 2
5155,64,Transaction 20
5156,73,Transaction 79
5157,27,Transaction 20
5158,15,Transaction 56
5159,77,Transaction 58
5160,73,Transaction 24
5161,51,Transaction 50
5162,62,Transaction 100
5163,57,Transaction 68
5164,58,Transaction 74
5165,1,Transaction 11
5166,29,Transaction 5
5167,56,Transaction 5
5168,92,Transaction 87
5169,6,Transaction 97
5170,17,Transaction 83
5171,4,Transaction 72
5172,47,Transaction 81
5173,8,Transaction 66
5174,54,Transaction 77
5175,96,Transaction 5
5176,18,Transaction 58
5177,57,Transaction 30
5178,34,Transaction 93
5179,42,Transaction 52
5180,55,Transaction 91
5181,25,Transaction 66
5182,21,Transaction 90
5183,8,Transaction 70
5184,1,Transaction 61
5185,25,Transaction 11
5186,50,Transaction 97
5187,66,Transaction 100
5188,60,Transaction 80
5189,72,Transaction 14
5190,43,Transaction 65
5191,29,Transaction 33
5192,41,Transaction 70
5193,72,Transaction 29
5194,13,Transaction 75
5195,51,Transaction 32
5196,76,Transaction 6
5197,38,Transaction 94
5198,86,Transaction 77
5199,39,Transaction 57
5200,59,Transaction 37
5201,61,Transaction 95
5202,60,Transaction 53
5203,84,Transaction 92
5204,33,Transaction 69
5205,81,Transaction 2
5206,30,Transaction 81
5207,79,Transaction 87
5208,37,Transaction 86
5209,9,Transaction 46
5210,44,Transaction 10
5211,27,Transaction 35
5212,17,Transaction 40
5213,91,Transaction 35
5214,36,Transaction 67
5215,71,Transaction 30
5216,40,Transaction 95
5217,42,Transaction 86
5218,76,Transaction 78
5219,87,Transaction 84
5220,85,Transaction 94
5221,60,Transaction 68
5222,10,Transaction 10
5223,64,Transaction 32
5224,72,Transaction 71
5225,21,Transaction 42
5226,43,Transaction 81
5227,37,Transaction 77
5228,41,Transaction 61
5229,55,Transaction 34
5230,60,Transaction 34
5231,56,Transaction 13
5232,57,Transaction 64
5233,84,Transaction 46
5234,61,Transaction 94
5235,28,Transaction 66
5236,83,Transaction 80
5237,96,Transaction 88
5238,64,Transaction 92
5239,6,Transaction 7
5240,58,Transaction 21
5241,8,Transaction 56
5242,20,Transaction 83
5243,74,Transaction 26
5244,79,Transaction 52
5245,65,Transaction 71
5246,24,Transaction 95
5247,94,Transaction 59
5248,47,Transaction 37
5249,1,Transaction 29
5250,26,Transaction 7
5251,66,Transaction 74
5252,52,Transaction 55
5253,96,Transaction 86
5254,91,Transaction 9
5255,46,Transaction 26
5256,76,Transaction 58
5257,13,Transaction 44
5258,48,Transaction 80
5259,91,Transaction 16
5260,60,Transaction 71
5261,43,Transaction 61
5262,12,Transaction 98
5263,2,Transaction 8
5264,4,Transaction 22
5265,81,Transaction 69
5266,65,Transaction 54
5267,83,Transaction 49
5268,62,Transaction 98
5269,58,Transaction 94
5270,35,Transaction 63
5271,34,Transaction 22
5272,54,Transaction 51
5273,86,Transaction 18
5274,5,Transaction 11
5275,22,Transaction 74
5276,95,Transaction 58
5277,42,Transaction 49
5278,92,Transaction 91
5279,5,Transaction 14
5280,40,Transaction 56
5281,22,Transaction 73
5282,32,Transaction 54
5283,1,Transaction 80
5284,59,Transaction 15
5285,85,Transaction 11
5286,92,Transaction 68
5287,27,Transaction 20
5288,24,Transaction 36
5289,58,Transaction 85
5290,61,Transaction 71
5291,97,Transaction 89
5292,36,Transaction 24
5293,28,Transaction 86
5294,12,Transaction 28
5295,32,Transaction 38
5296,93,Transaction 52
5297,97,Transaction 43
5298,16,Transaction 55
5299,70,Transaction 36
5300,67,Transaction 53
5301,74,Transaction 11
5302,88,Transaction 52
5303,66,Transaction 4
5304,21,Transaction 29
5305,57,Transaction 77
5306,49,Transaction 19
5307,42,Transaction 97
5308,48,Transaction 97
5309,92,Transaction 61
5310,65,Transaction 2
5311,37,Transaction 39
5312,39,Transaction 81
5313,59,Transaction 99
5314,81,Transaction 41
5315,96,Transaction 46
5316,90,Transaction 28
5317,42,Transaction 88
5318,51,Transaction 43
5319,81,Transaction 100
5320,33,Transaction 33
5321,19,Transaction 76
5322,70,Transaction 44
5323,49,Transaction 46
5324,86,Transaction 9
5325,90,Transaction 92
5326,46,Transaction 12
5327,70,Transaction 86
5328,30,Transaction 73
5329,3,Transaction 19
5330,54,Transaction 13
5331,98,Transaction 15
5332,46,Transaction 32
5333,61,Transaction 18
5334,82,Transaction 92
5335,88,Transaction 38
5336,64,Transaction 68
5337,44,Transaction 39
5338,67,Transaction 71
5339,75,Transaction 88
5340,75,Transaction 37
5341,81,Transaction 92
5342,45,Transaction 37
5343,76,Transaction 70
5344,35,Transaction 45
5345,33,Transaction 51
5346,93,Transaction 86
5347,48,Transaction 34
5348,90,Transaction 8
5349,19,Transaction 63
5350,92,Transaction 44
5351,92,Transaction 69
5352,96,Transaction 31
5353,74,Transaction 32
5354,1,Transaction 99
5355,52,Transaction 53
5356,26,Transaction 28
5357,64,Transaction 47
5358,8,Transaction 77
5359,18,Transaction 71
5360,17,Transaction 80
5361,31,Transaction 88
5362,17,Transaction 39
5363,78,Transaction 49
5364,3,Transaction 41
5365,100,Transaction 30
5366,38,Transaction 62
5367,24,Transaction 6
5368,59,Transaction 55
5369,41,Transaction 72
5370,13,Transaction 40
5371,16,Transaction 37
5372,27,Transaction 30
5373,38,Transaction 29
5374,84,Transaction 10
5375,60,Transaction 60
5376,45,Transaction 38
5377,98,Transaction 5
5378,97,Transaction 82
5379,64,Transaction 15
5380,68,Transaction 54
5381,15,Transaction 86
5382,44,Transaction 28
5383,73,Transaction 61
5384,28,Transaction 20
5385,48,Transaction 100
5386,34,Transaction 29
5387,74,Transaction 5
5388,86,Transaction 82
5389,68,Transaction 7
5390,14,Transaction 42
5391,20,Transaction 68
5392,63,Transaction 61
5393,28,Transaction 54
5394,49,Transaction 43
5395,96,Transaction 15
5396,55,Transaction 59
5397,20,Transaction 45
5398,53,Transaction 15
5399,8,Transaction 45
5400,53,Transaction 49
5401,92,Transaction 83
5402,67,Transaction 39
5403,47,Transaction 55
5404,13,Transaction 100
5405,54,Transaction 64
5406,14,Transaction 45
5407,51,Transaction 92
5408,81,Transaction 40
5409,36,Transaction 58
5410,94,Transaction 29
5411,4,Transaction 92
5412,12,Transaction 14
5413,55,Transaction 66
5414,78,Transaction 5
5415,55,Transaction 59
5416,72,Transaction 76
5417,65,Transaction 99
5418,26,Transaction 82
5419,89,Transaction 88
5420,78,Transaction 32
5421,84,Transaction 97
5422,16,Transaction 93
5423,53,Transaction 26
5424,86,Transaction 68
5425,58,Transaction 20
5426,32,Transaction 97
5427,52,Transaction 83
5428,79,Transaction 89
5429,32,Transaction 41
5430,12,Transaction 22
5431,44,Transaction 41
5432,54,Transaction 39
5433,10,Transaction 23
5434,16,Transaction 32
5435,26,Transaction 69
5436,5,Transaction 87
5437,19,Transaction 25
5438,58,Transaction 99
5439,76,Transaction 100
5440,80,Transaction 88
5441,57,Transaction 69
5442,51,Transaction 27
5443,63,Transaction 75
5444,45,Transaction 74
5445,59,Transaction 60
5446,66,Transaction 93
5447,29,Transaction 60
5448,8,Transaction 47
5449,95,Transaction 64
5450,95,Transaction 20
5451,41,Transaction 43
5452,11,Transaction 40
5453,71,Transaction 49
5454,11,Transaction 12
5455,57,Transaction 38
5456,8,Transaction 49
5457,62,Transaction 4
5458,35,Transaction 76
5459,45,Transaction 5
5460,75,Transaction 33
5461,47,Transaction 19
5462,96,Transaction 85
5463,29,Transaction 52
5464,52,Transaction 74
5465,63,Transaction 24
5466,15,Transaction 63
5467,30,Transaction 58
5468,9,Transaction 5
5469,30,Transaction 16
5470,27,Transaction 88
5471,46,Transaction 61
5472,92,Transaction 41
5473,70,Transaction 47
5474,24,Transaction 44
5475,79,Transaction 61
5476,58,Transaction 42
5477,11,Transaction 94
5478,46,Transaction 65
5479,44,Transaction 20
5480,72,Transaction 35
5481,57,Transaction 77
5482,12,Transaction 67
5483,68,Transaction 40
5484,45,Transaction 34
5485,91,Transaction 101
5486,20,Transaction 29
5487,56,Transaction 26
5488,65,Transaction 62
5489,38,Transaction 101
5490,51,Transaction 51
5491,5,Transaction 37
5492,69,Transaction 63
5493,17,Transaction 29
5494,48,Transaction 10
5495,7,Transaction 7
5496,50,Transaction 25
5497,55,Transaction 7
5498,37,Transaction 64
5499,66,Transaction 28
5500,24,Transaction 8
5501,68,Transaction 84
5502,21,Transaction 69
5503,23,Transaction 15
5504,27,Transaction 28
5505,33,Transaction 72
5506,66,Transaction 10
5507,45,Transaction 48
5508,81,Transaction 46
5509,70,Transaction 31
5510,100,Transaction 29
5511,99,Transaction 77
5512,93,Transaction 49
5513,52,Transaction 93
5514,28,Transaction 21
5515,50,Transaction 95
5516,85,Transaction 4
5517,8,Transaction 44
5518,90,Transaction 32
5519,71,Transaction 19
5520,5,Transaction 95
5521,77,Transaction 12
5522,84,Transaction 61
5523,16,Transaction 95
5524,66,Transaction 93
5525,79,Transaction 72
5526,5,Transaction 28
5527,64,Transaction 10
5528,38,Transaction 96
5529,26,Transaction 47
5530,96,Transaction 3
5531,8,Transaction 11
5532,62,Transaction 7
5533,41,Transaction 73
5534,8,Transaction 3
5535,42,Transaction 37
5536,98,Transaction 85
5537,11,Transaction 81
5538,87,Transaction 15
5539,27,Transaction 90
5540,86,Transaction 43
5541,77,Transaction 48
5542,92,Transaction 14
5543,22,Transaction 35
5544,48,Transaction 12
5545,68,Transaction 75
5546,96,Transaction 64
5547,65,Transaction 61
5548,50,Transaction 24
5549,57,Transaction 13
5550,51,Transaction 41
5551,26,Transaction 84
5552,53,Transaction 7
5553,82,Transaction 39
5554,55,Transaction 44
5555,63,Transaction 5
5556,56,Transaction 24
5557,51,Transaction 43
5558,59,Transaction 92
5559,72,Transaction 96
5560,63,Transaction 76
5561,97,Transaction 49
5562,57,Transaction 94
5563,90,Transaction 54
5564,58,Transaction 45
5565,100,Transaction 91
5566,8,Transaction 74
5567,12,Transaction 90
5568,74,Transaction 63
5569,3,Transaction 22
5570,92,Transaction 99
5571,55,Transaction 3
5572,52,Transaction 98
5573,65,Transaction 61
5574,59,Transaction 90
5575,24,Transaction 59
5576,61,Transaction 75
5577,73,Transaction 59
5578,41,Transaction 87
5579,93,Transaction 91
5580,35,Transaction 89
5581,19,Transaction 17
5582,73,Transaction 20
5583,21,Transaction 33
5584,50,Transaction 80
5585,90,Transaction 35
5586,100,Transaction 55
5587,2,Transaction 84
5588,50,Transaction 92
5589,17,Transaction 84
5590,68,Transaction 57
5591,69,Transaction 46
5592,99,Transaction 46
5593,79,Transaction 61
5594,33,Transaction 36
5595,11,Transaction 69
5596,67,Transaction 37
5597,67,Transaction 23
5598,71,Transaction 32
5599,16,Transaction 56
5600,94,Transaction 51
5601,83,Transaction 43
5602,11,Transaction 66
5603,29,Transaction 75
5604,91,Transaction 75
5605,37,Transaction 77
5606,32,Transaction 84
5607,7,Transaction 35
5608,42,Transaction 84
5609,68,Transaction 7
5610,3,Transaction 55
5611,20,Transaction 24
5612,53,Transaction 87
5613,9,Transaction 30
5614,94,Transaction 50
5615,7,Transaction 16
5616,71,Transaction 13
5617,47,Transaction 82
5618,47,Transaction 38
5619,77,Transaction 33
5620,16,Transaction 52
5621,73,Transaction 52
5622,4,Transaction 40
5623,64,Transaction 50
5624,79,Transaction 86
5625,42,Transaction 76
5626,80,Transaction 85
5627,75,Transaction 50
5628,66,Transaction 100
5629,61,Transaction 13
5630,43,Transaction 78
5631,11,Transaction 51
5632,55,Transaction 78
5633,38,Transaction 20
5634,35,Transaction 59
5635,15,Transaction 13
5636,58,Transaction 7
5637,8,Transaction 79
5638,46,Transaction 50
5639,10,Transaction 29
5640,61,Transaction 36
5641,59,Transaction 16
5642,90,Transaction 44
5643,42,Transaction 70
5644,13,Transaction 52
5645,13,Transaction 5
5646,33,Transaction 55
5647,89,Transaction 94
5648,26,Transaction 51
5649,42,Transaction 33
5650,52,Transaction 53
5651,58,Transaction 8
5652,10,Transaction 96
5653,98,Transaction 40
5654,50,Transaction 49
5655,35,Transaction 44
5656,49,Transaction 71
5657,54,Transaction 16
5658,93,Transaction 56
5659,67,Transaction 79
5660,22,Transaction 69
5661,20,Transaction 6
5662,42,Transaction 3
5663,30,Transaction 59
5664,98,Transaction 90
5665,38,Transaction 7
5666,86,Transaction 94
5667,77,Transaction 33
5668,74,Transaction 43
5669,91,Transaction 86
5670,100,Transaction 17
5671,86,Transaction 13
5672,81,Transaction 29
5673,48,Transaction 25
5674,5,Transaction 78
5675,76,Transaction 73
5676,14,Transaction 60
5677,15,Transaction 55
5678,76,Transaction 23
5679,54,Transaction 49
5680,1,Transaction 28
5681,1,Transaction 26
5682,2,Transaction 10
5683,73,Transaction 83
5684,84,Transaction 32
5685,53,Transaction 89
5686,59,Transaction 74
5687,48,Transaction 36
5688,93,Transaction 54
5689,36,Transaction 35
5690,18,Transaction 86
5691,37,Transaction 6
5692,36,Transaction 43
5693,41,Transaction 69
5694,82,Transaction 25
5695,19,Transaction 81
5696,43,Transaction 43
5697,15,Transaction 45
5698,87,Transaction 43
5699,81,Transaction 85
5700,92,Transaction 55
5701,77,Transaction 51
5702,82,Transaction 85
5703,92,Transaction 36
5704,61,Transaction 5
5705,42,Transaction 95
5706,43,Transaction 65
5707,53,Transaction 60
5708,80,Transaction 70
5709,38,Transaction 50
5710,96,Transaction 58
5711,3,Transaction 14
5712,18,Transaction 83
5713,21,Transaction 95
5714,83,Transaction 61
5715,62,Transaction 2
5716,88,Transaction 81
5717,63,Transaction 36
5718,67,Transaction 25
5719,51,Transaction 75
5720,53,Transaction 30
5721,44,Transaction 33
5722,11,Transaction 12
5723,91,Transaction 27
5724,54,Transaction 14
5725,58,Transaction 32
5726,39,Transaction 82
5727,60,Transaction 64
5728,19,Transaction 18
5729,43,Transaction 72
5730,54,Transaction 22
5731,28,Transaction 101
5732,15,Transaction 20
5733,99,Transaction 90
5734,98,Transaction 57
5735,51,Transaction 7
5736,94,Transaction 76
5737,2,Transaction 24
5738,71,Transaction 5
5739,37,Transaction 57
5740,36,Transaction 26
5741,3,Transaction 16
5742,98,Transaction 34
5743,77,Transaction 33
5744,42,Transaction 18
5745,48,Transaction 41
5746,83,Transaction 56
5747,22,Transaction 80
5748,48,Transaction 90
5749,88,Transaction 75
5750,12,Transaction 3
5751,43,Transaction 77
5752,27,Transaction 59
5753,70,Transaction 88
5754,16,Transaction 101
5755,96,Transaction 24
5756,69,Transaction 31
5757,10,Transaction 9
5758,53,Transaction 25
5759,99,Transaction 6
5760,81,Transaction 64
5761,32,Transaction 9
5762,5,Transaction 2
5763,45,Transaction 51
5764,90,Transaction 15
5765,86,Transaction 47
5766,26,Transaction 28
5767,35,Transaction 21
5768,7,Transaction 59
5769,55,Transaction 86
5770,72,Transaction 93
5771,13,Transaction 72
5772,69,Transaction 33
5773,75,Transaction 96
5774,45,Transaction 12
5775,56,Transaction 19
5776,90,Transaction 77
5777,73,Transaction 23
5778,23,Transaction 90
5779,3,Transaction 30
5780,15,Transaction 85
5781,6,Transaction 41
5782,13,Transaction 74
5783,53,Transaction 36
5784,82,Transaction 27
5785,51,Transaction 61
5786,16,Transaction 74
5787,86,Transaction 13
5788,75,Transaction 13
5789,30,Transaction 37
5790,63,Transaction 51
5791,59,Transaction 27
5792,28,Transaction 59
5793,60,Transaction 3
5794,76,Transaction 93
5795,27,Transaction 96
5796,10,Transaction 78
5797,46,Transaction 24
5798,41,Transaction 83
5799,3,Transaction 68
5800,55,Transaction 33
5801,49,Transaction 30
5802,14,Transaction 61
5803,79,Transaction 25
5804,23,Transaction 59
5805,32,Transaction 6
5806,98,Transaction 65
5807,59,Transaction 34
5808,2,Transaction 43
5809,92,Transaction 22
5810,55,Transaction 69
5811,3,Transaction 87
5812,28,Transaction 91
5813,1,Transaction 100
5814,64,Transaction 33
5815,71,Transaction 55
5816,23,Transaction 62
5817,31,Transaction 59
5818,3,Transaction 30
5819,54,Transaction 78
5820,98,Transaction 68
5821,36,Transaction 84
5822,98,Transaction 14
5823,7,Transaction 89
5824,33,Transaction 48
5825,74,Transaction 11
5826,70,Transaction 64
5827,30,Transaction 49
5828,42,Transaction 47
5829,90,Transaction 65
5830,71,Transaction 12
5831,75,Transaction 94
5832,36,Transaction 26
5833,1,Transaction 52
5834,83,Transaction 51
5835,5,Transaction 30
5836,42,Transaction 40
5837,50,Transaction 29
5838,94,Transaction 16
5839,97,Transaction 76
5840,30,Transaction 6
5841,37,Transaction 57
5842,4,Transaction 48
5843,83,Transaction 100
5844,75,Transaction 34
5845,17,Transaction 41
5846,32,Transaction 22
5847,100,Transaction 13
5848,45,Transaction 87
5849,66,Transaction 8
5850,87,Transaction 81
5851,72,Transaction 86
5852,35,Transaction 24
5853,60,Transaction 41
5854,6,Transaction 6
5855,12,Transaction 61
5856,34,Transaction 48
5857,67,Transaction 93
5858,57,Transaction 75
5859,22,Transaction 84
5860,17,Transaction 27
5861,51,Transaction 86
5862,39,Transaction 62
5863,66,Transaction 23
5864,76,Transaction 39
5865,27,Transaction 11
5866,19,Transaction 3
5867,8,Transaction 58
5868,71,Transaction 6
5869,69,Transaction 72
5870,25,Transaction 15
5871,62,Transaction 35
5872,99,Transaction 16
5873,4,Transaction 78
5874,51,Transaction 99
5875,85,Transaction 86
5876,18,Transaction 56
5877,3,Transaction 48
5878,51,Transaction 33
5879,20,Transaction 94
5880,57,Transaction 39
5881,18,Transaction 87
5882,23,Transaction 81
5883,40,Transaction 99
5884,90,Transaction 75
5885,96,Transaction 56
5886,11,Transaction 58
5887,82,Transaction 58
5888,99,Transaction 3
5889,4,Transaction 90
5890,34,Transaction 84
5891,41,Transaction 70
5892,87,Transaction 27
5893,55,Transaction 53
5894,34,Transaction 59
5895,22,Transaction 3
5896,67,Transaction 11
5897,59,Transaction 54
5898,22,Transaction 14
5899,41,Transaction 97
5900,71,Transaction 24
5901,93,Transaction 52
5902,77,Transaction 20
5903,43,Transaction 11
5904,71,Transaction 98
5905,31,Transaction 69
5906,95,Transaction 39
5907,29,Transaction 82
5908,68,Transaction 67
5909,56,Transaction 52
5910,56,Transaction 12
5911,13,Transaction 47
5912,97,Transaction 96
5913,92,Transaction 69
5914,14,Transaction 98
5915,76,Transaction 32
5916,36,Transaction 50
5917,57,Transaction 86
5918,2,Transaction 90
5919,22,Transaction 93
5920,11,Transaction 58
5921,22,Transaction 20
5922,22,Transaction 27
5923,52,Transaction 80
5924,65,Transaction 54
5925,37,Transaction 44
5926,22,Transaction 34
5927,41,Transaction 18
5928,91,Transaction 45
5929,7,Transaction 15
5930,30,Transaction 101
5931,99,Transaction 14
5932,78,Transaction 8
5933,29,Transaction 90
5934,26,Transaction 24
5935,60,Transaction 17
5936,95,Transaction 15
5937,43,Transaction 87
5938,45,Transaction 59
5939,80,Transaction 66
5940,35,Transaction 11
5941,79,Transaction 97
5942,70,Transaction 15
5943,30,Transaction 37
5944,76,Transaction 40
5945,50,Transaction 83
5946,28,Transaction 73
5947,18,Transaction 83
5948,23,Transaction 84
5949,39,Transaction 17
5950,6,Transaction 32
5951,22,Transaction 52
5952,81,Transaction 99
5953,38,Transaction 92
5954,61,Transaction 18
5955,40,Transaction 99
5956,16,Transaction 98
5957,81,Transaction 71
5958,89,Transaction 54
5959,46,Transaction 8
5960,3,Transaction 37
5961,62,Transaction 100
5962,98,Transaction 83
5963,86,Transaction 19
5964,99,Transaction 35
5965,71,Transaction 101
5966,47,Transaction 26
5967,50,Transaction 71
5968,91,Transaction 79
5969,91,Transaction 97
5970,26,Transaction 87
5971,90,Transaction 48
5972,25,Transaction 2
5973,58,Transaction 26
5974,10,Transaction 26
5975,94,Transaction 94
5976,71,Transaction 32
5977,12,Transaction 66
5978,23,Transaction 70
5979,98,Transaction 12
5980,68,Transaction 38
5981,49,Transaction 64
5982,23,Transaction 5
5983,48,Transaction 42
5984,92,Transaction 97
5985,95,Transaction 8
5986,25,Transaction 78
5987,28,Transaction 5
5988,34,Transaction 66
5989,61,Transaction 59
5990,53,Transaction 93
5991,43,Transaction 51
5992,62,Transaction 57
5993,59,Transaction 31
